Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
9-November-2022,229.20,234.50,228.85,231.40,232.197655041410519948,2076284,26777,482108276.00,1149508,55.36,5.65,2.20
7-November-2022,228.05,230.35,227.00,229.20,228.902103154125510888,412761,6541,94481861.00,118550,28.72,3.35,1.15
4-November-2022,228.00,229.30,226.75,228.25,227.785852603206128528,281960,4467,64226499.00,83311,29.55,2.55,0.25
3-November-2022,227.80,229.45,225.75,227.35,227.669016070746540529,340370,4851,77491703.00,121318,35.64,3.70,-0.45
2-November-2022,229.60,231.90,227.85,229.00,229.229470362116158367,2005710,20413,459767841.00,1242664,61.96,4.05,-0.60
1-November-2022,226.05,231.35,226.05,230.60,228.491056848366897547,836506,8455,191134140.00,327514,39.15,5.30,4.55
31-October-2022,229.65,229.65,224.25,225.95,225.992429449247810317,976283,9850,220632567.00,285603,29.25,5.40,-3.70
28-October-2022,227.40,227.40,222.50,225.00,225.172805751493767306,1659395,19082,373650628.00,589410,35.52,4.90,-2.40
27-October-2022,221.05,226.95,221.05,225.90,223.686802557244921325,1567781,19879,350691919.00,794486,50.68,5.90,4.85
25-October-2022,218.70,222.90,217.60,220.70,219.883474081300268377,2388430,14016,525176286.00,1805366,75.59,5.30,2.00
24-October-2022,220.60,221.00,218.50,219.00,219.841904629542307176,402934,18039,88581778.00,243437,60.42,2.50,-1.60
21-October-2022,221.00,222.15,217.50,218.60,219.863795696205900749,375715,5479,82606126.00,101188,26.93,4.65,-2.40
20-October-2022,216.30,221.35,216.10,220.60,218.798694564619925537,915097,12788,200222029.00,376568,41.15,5.25,4.30
19-October-2022,221.45,221.70,217.55,218.45,219.740851778794305654,943954,16155,207425256.00,340715,36.09,4.15,-3.00
18-October-2022,219.65,221.95,218.75,220.70,220.198475783026016670,506752,5585,111586018.00,130885,25.83,3.20,1.05
17-October-2022,211.75,218.45,211.75,217.90,216.283899882723686059,931987,17463,201573783.00,363700,39.02,6.70,6.15
14-October-2022,219.50,220.60,215.60,215.90,218.381702570681654461,392853,5244,85791907.00,111328,28.34,5.00,-3.60
13-October-2022,217.95,218.95,213.50,216.10,215.901577601606765252,1121259,19355,242081587.00,371703,33.15,5.45,-1.85
12-October-2022,217.80,219.35,215.05,217.95,217.228921086379846459,910768,16852,197845150.00,271285,29.79,4.30,0.15
11-October-2022,220.30,222.25,216.60,217.15,220.219637598179963368,2304569,5923,507511350.00,2019865,87.65,5.65,-3.15
10-October-2022,219.55,220.80,217.05,220.30,218.975302183889545359,1018916,21704,223117439.00,381512,37.44,3.75,0.75
7-October-2022,221.30,222.90,218.85,222.55,220.883363619442722794,1042282,16533,230222754.00,339657,32.59,4.05,1.25
6-October-2022,221.30,223.25,220.55,221.70,221.945000714652698103,517734,7142,114908473.00,154719,29.88,2.70,0.40
4-October-2022,216.50,219.95,216.20,219.00,218.105956555666730587,526697,7673,114875753.00,185902,35.30,3.75,2.50
3-October-2022,216.50,218.05,211.95,213.25,215.360304424676674005,1317633,27783,283765844.00,399007,30.28,6.10,-3.25
30-September-2022,211.75,217.00,210.20,216.50,213.866106647090584596,1503876,26391,321628105.00,462680,30.77,6.80,4.75
29-September-2022,215.80,218.00,210.50,212.25,213.103416536954864718,903927,13581,192629932.00,374690,41.45,7.50,-3.55
28-September-2022,215.35,216.85,212.95,213.85,215.505785723112410923,606925,9614,130795849.00,202427,33.35,3.90,-1.50
27-September-2022,217.05,219.90,214.40,217.45,217.054094470644176500,1741324,31556,377961504.00,459090,26.36,5.50,0.40
26-September-2022,222.60,223.45,212.35,215.55,216.573627805877376903,3119657,74172,675635434.00,1377224,44.15,11.10,-7.05
23-September-2022,231.65,232.45,223.60,224.60,227.052662388161954634,1544309,38873,350639470.00,663295,42.95,8.85,-7.05
22-September-2022,229.50,233.60,227.30,231.65,230.439700760995743583,1442058,25728,332307414.00,426244,29.56,6.30,2.15
21-September-2022,235.10,236.60,230.30,231.20,233.238748892469678362,678311,9488,158208409.00,169308,24.96,6.30,-3.90
20-September-2022,235.30,237.50,234.50,235.15,236.176641767915348405,480747,7317,113541212.00,124191,25.83,3.00,-0.15
19-September-2022,236.00,238.00,231.80,232.25,235.297623573378572093,2730402,29923,642457102.00,1837283,67.29,6.20,-3.75
16-September-2022,247.15,247.85,232.70,236.70,240.139450930509297372,2072306,27808,497642425.00,787714,38.01,15.15,-10.45
15-September-2022,242.00,246.80,240.00,245.25,242.764797329855110992,962944,12025,233768905.00,354819,36.85,6.80,3.25
14-September-2022,236.80,244.10,236.60,241.45,240.630028717375282726,1219819,18730,293525081.00,557638,45.71,7.50,4.65
13-September-2022,243.00,244.90,240.10,241.00,242.325472479226199827,706539,9564,171212397.00,285484,40.41,4.80,-2.00
12-September-2022,243.20,245.20,241.60,242.75,242.938910180400862095,1780313,21822,432507300.00,1047511,58.84,3.60,-0.45
9-September-2022,246.05,246.95,241.15,242.35,243.888639908228212880,1440094,22979,351222567.00,592369,41.13,5.80,-3.70
8-September-2022,249.45,250.00,243.45,244.90,245.982062806747379509,1693576,23631,416589318.00,714205,42.17,6.55,-4.55
7-September-2022,247.00,251.00,245.05,246.95,247.946487638684286343,2943376,38283,729799741.00,1296566,44.05,5.95,-0.05
6-September-2022,237.30,248.00,237.30,247.35,244.693531149344293694,2845405,29547,696252197.00,1025919,36.06,10.70,10.05
5-September-2022,235.10,238.40,235.10,236.40,236.676649041621104242,733426,10027,173584808.00,389224,53.07,3.30,1.30
2-September-2022,238.10,239.50,233.30,235.00,237.431247887510805941,949709,11337,225490593.00,431425,45.43,6.20,-3.10
1-September-2022,235.80,240.15,234.45,237.10,237.214268946797856390,847729,11930,201093415.00,320055,37.75,5.70,1.30
